zone,valid_pt,t2m_c,ssrd_wm2,wind100,Date
NP15,2025-06-01 04:00:00,17.831122732732297,0.0,0.5303182228549315,2025-06-01
NP15,2025-06-01 05:00:00,17.186159188769125,0.0,0.5751376862153232,2025-06-01
NP15,2025-06-01 06:00:00,16.73798629108336,2.2268199710434096,0.705065754876134,2025-06-01
NP15,2025-06-01 07:00:00,18.59375371068427,85.52858537637732,0.8702965673142237,2025-06-01
NP15,2025-06-01 08:00:00,21.531412162812444,260.66001765144574,0.9282303539949968,2025-06-01
NP15,2025-06-01 09:00:00,23.647658093555435,458.0526956536932,1.3775429337729568,2025-06-01
NP15,2025-06-01 10:00:00,25.457657259900486,647.2728980023248,2.135319846601757,2025-06-01
NP15,2025-06-01 11:00:00,26.96376650214256,805.0950932922028,2.9710258807035554,2025-06-01
NP15,2025-06-01 12:00:00,28.155090576022985,918.1336364232748,3.7839191452597,2025-06-01
NP15,2025-06-01 13:00:00,28.98987859250093,978.634836066802,4.395152318501512,2025-06-01
NP15,2025-06-01 14:00:00,29.45911857221085,981.179221273137,4.72479236183585,2025-06-01
NP15,2025-06-01 15:00:00,29.56951381443361,925.3039658234434,4.634099632333255,2025-06-01
NP15,2025-06-01 16:00:00,29.23880868653117,812.9098251406186,4.144432630037998,2025-06-01
NP15,2025-06-01 17:00:00,28.376512341410034,660.7120117947574,3.38142170731171,2025-06-01
NP15,2025-06-01 18:00:00,27.30054031768458,478.1364790936549,2.448960924254408,2025-06-01
NP15,2025-06-01 19:00:00,25.77474270061856,285.7329998837256,1.546988506304723,2025-06-01
NP15,2025-06-01 20:00:00,23.33794224651166,108.06596656485355,1.0116489836392908,2025-06-01
NP15,2025-06-01 21:00:00,21.00967928293221,5.982160311307137,1.2778444406164686,2025-06-01
NP15,2025-06-01 22:00:00,19.363861902722647,0.0,1.6616963650688832,2025-06-01
